,id,element,type,gen,step,min_lvl_min_atk,min_lvl_max_atk,max_lvl_min_atk,max_lvl_max_atk,min_lvl_min_def,min_lvl_max_def,max_lvl_min_def,max_lvl_max_def,min_lvl_min_hp,min_lvl_max_hp,max_lvl_min_hp,max_lvl_max_hp
id,140,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,140,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,140,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,141,Earth,Chebang,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,141,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,141,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,141,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,141,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,142,Earth,Chebang,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,142,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,142,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,142,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,142,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,143,Earth,Chebang,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,143,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,143,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,143,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,144,Earth,Chebang,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,144,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,144,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,144,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,144,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,145,Dark,Workshop,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,145,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,145,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,145,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,145,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,146,Dark,Workshop,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,146,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,146,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,146,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,146,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,147,Dark,Workshop,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,147,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,147,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,147,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,147,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,148,Dark,Workshop,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,148,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,148,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,148,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,148,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,149,wind,Health,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,149,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,149,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,149,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,149,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,150,light,Defense,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,150,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,150,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,150,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,150,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,151,water,,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,151,water,,1,Capsule,10,21,54,153,10,21,54,153,114,229,378,801
id,151,water,,1,Awakening,10,21,54,153,10,21,54,153,114,229,378,801
id,151,water,,1,Transcendence,10,21,54,153,10,21,54,153,114,229,378,801
id,151,water,,1,Advent,10,21,25,66,10,21,25,66,114,229,204,424
id,152,Fire,Workshop,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,152,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,152,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,152,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,152,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,153,Earth,Chebang,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,153,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,153,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,153,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,153,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,154,Dark,Workshop,1,Know,10,21,54,153,10,21,54,153,114,229,378,801
id,154,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,154,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,154,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,154,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,167,Fire,Air,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,167,Fire,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,167,Fire,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,167,Fire,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,167,Fire,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,168,water,Health,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,168,water,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,168,water,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,168,water,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,168,water,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,169,water,Attack,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,169,water,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,169,water,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,169,water,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,169,water,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,170,light,Chebang,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,170,light,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,170,light,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,170,light,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,170,light,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,171,Dark,Air,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,171,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,171,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,171,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,171,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,172,Fire,Workshop,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,172,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,172,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,172,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,172,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,173,Dark,Air,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,173,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,173,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,173,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,173,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,174,light,Air,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,174,light,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,174,light,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,174,light,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,174,light,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,175,Dark,Air,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,175,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,175,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,175,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,175,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,176,Earth,Health,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,176,Earth,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,176,Earth,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,176,Earth,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,176,Earth,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,177,water,Workshop,1,Know,12,24,56,156,9,19,53,151,109,219,373,747
id,177,water,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,177,water,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,177,water,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,177,water,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,178,Earth,,1,Know,9,19,53,151,9,19,97,195,99,199,275,595
id,178,Earth,,1,Capsule,9,19,53,151,9,19,97,195,99,199,275,595
id,178,Earth,,1,Awakening,9,19,53,151,9,19,97,195,99,199,275,595
id,178,Earth,,1,Transcendence,9,19,53,151,9,19,97,195,99,199,275,595
id,178,Earth,,1,Advent,9,19,24,64,9,19,39,79,99,199,159,334
id,179,water,Attack,1,Know,12,25,56,157,12,25,56,157,109,219,373,747
id,179,water,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,179,water,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,179,water,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,179,water,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,180,Fire,Attack,1,Know,11,22,55,154,11,22,55,154,109,219,373,747
id,180,Fire,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,180,Fire,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,180,Fire,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,180,Fire,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,181,light,Air,1,Know,12,24,56,156,12,24,56,156,99,199,363,727
id,181,light,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,181,light,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,181,light,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,181,light,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,182,wind,Air,1,Know,12,24,56,156,12,24,56,156,99,199,363,727
id,182,wind,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,182,wind,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,182,wind,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,182,wind,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,183,water,Chebang,1,Know,9,19,53,151,9,19,53,151,109,219,329,659
id,183,water,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,183,water,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,183,water,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,183,water,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,184,Dark,Defense,1,Know,9,19,53,151,9,19,53,151,109,219,373,747
id,184,Dark,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,184,Dark,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,184,Dark,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,184,Dark,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,185,Earth,Health,1,Know,9,19,53,151,9,19,53,151,109,219,329,659
id,185,Earth,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,185,Earth,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,185,Earth,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,185,Earth,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,186,Fire,Health,1,Know,9,19,53,151,9,19,53,151,109,219,329,659
id,186,Fire,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,186,Fire,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,186,Fire,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,186,Fire,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,187,light,Defense,1,Know,9,19,53,151,9,19,53,151,109,219,329,703
id,187,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,187,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,187,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,187,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,188,water,,1,Know,9,19,53,151,9,19,53,151,109,219,329,703
id,188,water,,1,Capsule,9,19,53,151,9,19,53,151,109,219,329,703
id,188,water,,1,Awakening,9,19,53,151,9,19,53,151,109,219,329,703
id,188,water,,1,Transcendence,9,19,53,151,9,19,53,151,109,219,329,703
id,188,water,,1,Advent,9,19,24,64,9,19,24,64,109,219,184,384
id,189,water,,1,Know,7,14,51,146,7,14,51,146,89,179,397,795
id,189,water,,1,Capsule,7,14,51,146,7,14,51,146,89,179,397,795
id,189,water,,1,Awakening,7,14,51,146,7,14,51,146,89,179,397,795
id,189,water,,1,Transcendence,7,14,51,146,7,14,51,146,89,179,397,795
id,189,water,,1,Advent,7,14,22,59,7,14,22,59,89,179,194,389
id,190,Fire,Defense,1,Know,7,14,95,190,7,14,51,146,94,189,314,673
id,190,Fire,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,190,Fire,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,190,Fire,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,190,Fire,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,191,water,,1,Know,14,29,58,161,14,29,58,161,89,179,353,707
id,191,water,,1,Capsule,14,29,58,161,14,29,58,161,89,179,353,707
id,191,water,,1,Awakening,14,29,58,161,14,29,58,161,89,179,353,707
id,191,water,,1,Transcendence,14,29,58,161,14,29,58,161,89,179,353,707
id,191,water,,1,Advent,14,29,29,74,14,29,29,74,89,179,179,359
id,192,Fire,Air,1,Know,7,14,51,146,7,14,95,190,94,189,314,673
id,192,Fire,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,192,Fire,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,192,Fire,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,192,Fire,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,193,Dark,,1,Know,7,14,51,146,7,14,51,146,89,179,397,795
id,193,Dark,,1,Capsule,7,14,51,146,7,14,51,146,89,179,397,795
id,193,Dark,,1,Awakening,7,14,51,146,7,14,51,146,89,179,397,795
id,193,Dark,,1,Transcendence,7,14,51,146,7,14,51,146,89,179,397,795
id,193,Dark,,1,Advent,7,14,22,59,7,14,22,59,89,179,194,389
id,194,light,,1,Know,7,14,51,146,7,14,51,146,89,179,397,795
id,194,light,,1,Capsule,7,14,51,146,7,14,51,146,89,179,397,795
id,194,light,,1,Awakening,7,14,51,146,7,14,51,146,89,179,397,795
id,194,light,,1,Transcendence,7,14,51,146,7,14,51,146,89,179,397,795
id,194,light,,1,Advent,7,14,22,59,7,14,22,59,89,179,194,389
id,195,Dark,,1,Know,7,14,95,190,7,14,51,146,94,189,314,673
id,195,Dark,,1,Capsule,7,14,95,190,7,14,51,146,94,189,314,673
id,195,Dark,,1,Awakening,7,14,95,190,7,14,51,146,94,189,314,673
id,195,Dark,,1,Transcendence,7,14,95,190,7,14,51,146,94,189,314,673
id,195,Dark,,1,Advent,7,14,37,74,7,14,22,59,94,189,169,354
id,196,light,,1,Know,14,29,58,161,14,29,58,161,94,189,358,717
id,196,light,,1,Capsule,14,29,58,161,14,29,58,161,94,189,358,717
id,196,light,,1,Awakening,14,29,58,161,14,29,58,161,94,189,358,717
id,196,light,,1,Transcendence,14,29,58,161,14,29,58,161,94,189,358,717
id,196,light,,1,Advent,14,29,29,74,14,29,29,74,94,189,184,369
id,197,water,,1,Know,6,13,50,145,6,13,94,189,89,179,309,663
id,197,water,,1,Capsule,6,13,50,145,6,13,94,189,89,179,309,663
id,197,water,,1,Awakening,6,13,50,145,6,13,94,189,89,179,309,663
id,197,water,,1,Transcendence,6,13,50,145,6,13,94,189,89,179,309,663
id,197,water,,1,Advent,6,13,21,58,6,13,36,73,89,179,164,344
id,198,wind,Air,1,Know,6,13,50,145,6,13,94,189,89,179,309,663
id,198,wind,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,198,wind,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,198,wind,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,198,wind,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,199,wind,Workshop,1,Know,6,13,50,145,6,13,94,189,84,169,304,653
id,199,wind,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,199,wind,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,199,wind,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,199,wind,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,200,Fire,,1,Know,6,13,50,145,6,13,94,189,89,179,309,663
id,200,Fire,,1,Capsule,6,13,50,145,6,13,94,189,89,179,309,663
id,200,Fire,,1,Awakening,6,13,50,145,6,13,94,189,89,179,309,663
id,200,Fire,,1,Transcendence,6,13,50,145,6,13,94,189,89,179,309,663
id,200,Fire,,1,Advent,6,13,21,58,6,13,36,73,89,179,164,344
id,201,wind,Workshop,1,Know,6,13,50,145,6,13,94,189,84,169,304,653
id,201,wind,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,201,wind,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,201,wind,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,201,wind,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,202,light,,1,Know,6,13,50,145,6,13,94,189,89,179,309,663
id,202,light,,1,Capsule,6,13,50,145,6,13,94,189,89,179,309,663
id,202,light,,1,Awakening,6,13,50,145,6,13,94,189,89,179,309,663
id,202,light,,1,Transcendence,6,13,50,145,6,13,94,189,89,179,309,663
id,202,light,,1,Advent,6,13,21,58,6,13,36,73,89,179,164,344
id,203,wind,Attack,1,Know,6,13,50,145,6,13,94,189,89,179,309,663
id,203,wind,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,203,wind,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,203,wind,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,203,wind,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,204,light,,1,Know,12,25,56,157,12,25,56,157,94,189,358,717
id,204,light,,1,Capsule,12,25,56,157,12,25,56,157,94,189,358,717
id,204,light,,1,Awakening,12,25,56,157,12,25,56,157,94,189,358,717
id,204,light,,1,Transcendence,12,25,56,157,12,25,56,157,94,189,358,717
id,204,light,,1,Advent,12,25,27,70,12,25,27,70,94,189,184,369
id,205,light,Attack,1,Know,12,24,56,156,10,21,54,153,104,209,368,781
id,205,light,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,205,light,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,205,light,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,205,light,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,206,Earth,Attack,1,Know,12,25,56,157,10,20,54,152,104,209,368,737
id,206,Earth,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,206,Earth,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,206,Earth,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,206,Earth,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,207,wind,Chebang,1,Know,7,15,51,147,15,30,59,162,104,209,368,737
id,207,wind,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,207,wind,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,207,wind,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,207,wind,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,208,Dark,Attack,1,Know,15,30,59,162,7,15,51,147,104,209,368,737
id,208,Dark,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,208,Dark,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,208,Dark,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,208,Dark,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,209,Dark,Health,1,Know,14,28,58,160,9,18,53,150,109,219,373,747
id,209,Dark,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,209,Dark,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,209,Dark,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,209,Dark,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,210,Dark,Defense,1,Know,9,18,53,150,9,18,97,194,99,199,275,595
id,210,Dark,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,210,Dark,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,210,Dark,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,210,Dark,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,211,Earth,Health,1,Know,9,19,97,239,8,17,52,105,109,219,285,615
id,211,Earth,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,211,Earth,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,211,Earth,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,211,Earth,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,212,wind,Health,1,Know,9,18,97,194,9,18,53,150,109,219,285,615
id,212,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,212,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,212,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,212,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,213,Dark,,1,Know,14,29,102,205,9,18,53,150,94,189,270,585
id,213,Dark,,1,Capsule,14,29,102,205,9,18,53,150,94,189,270,585
id,213,Dark,,1,Awakening,14,29,102,205,9,18,53,150,94,189,270,585
id,213,Dark,,1,Transcendence,14,29,102,205,9,18,53,150,94,189,270,585
id,213,Dark,,1,Advent,14,29,44,89,9,18,24,63,94,189,154,324
id,214,Earth,,1,Know,10,20,54,152,12,24,56,156,100,201,364,773
id,214,Earth,,1,Capsule,10,20,54,152,12,24,56,156,100,201,364,773
id,214,Earth,,1,Awakening,10,20,54,152,12,24,56,156,100,201,364,773
id,214,Earth,,1,Transcendence,10,20,54,152,12,24,56,156,100,201,364,773
id,214,Earth,,1,Advent,10,20,25,65,12,24,27,69,100,201,190,396
id,215,Earth,,1,Know,13,26,57,158,15,30,59,162,104,209,368,737
id,215,Earth,,1,Capsule,13,26,57,158,15,30,59,162,104,209,368,737
id,215,Earth,,1,Awakening,13,26,57,158,15,30,59,162,104,209,368,737
id,215,Earth,,1,Transcendence,13,26,57,158,15,30,59,162,104,209,368,737
id,215,Earth,,1,Advent,13,26,28,71,15,30,30,75,104,209,194,389
id,216,Fire,,1,Know,14,28,58,160,9,18,53,150,109,219,373,747
id,216,Fire,,1,Capsule,14,28,58,160,9,18,53,150,109,219,373,747
id,216,Fire,,1,Awakening,14,28,58,160,9,18,53,150,109,219,373,747
id,216,Fire,,1,Transcendence,14,28,58,160,9,18,53,150,109,219,373,747
id,216,Fire,,1,Advent,14,28,29,73,9,18,24,63,109,219,199,399
id,217,water,,1,Know,14,29,58,161,14,29,58,117,104,209,368,781
id,217,water,,1,Capsule,14,29,58,161,14,29,58,117,104,209,368,781
id,217,water,,1,Awakening,14,29,58,161,14,29,58,117,104,209,368,781
id,217,water,,1,Transcendence,14,29,58,161,14,29,58,117,104,209,368,781
id,217,water,,1,Advent,14,29,29,74,14,29,29,59,104,209,194,404
id,218,Dark,,1,Know,9,19,97,195,9,19,53,151,79,159,299,599
id,218,Dark,,1,Capsule,9,19,97,195,9,19,53,151,79,159,299,599
id,218,Dark,,1,Awakening,9,19,97,195,9,19,53,151,79,159,299,599
id,218,Dark,,1,Transcendence,9,19,97,195,9,19,53,151,79,159,299,599
id,218,Dark,,1,Advent,9,19,39,79,9,19,24,64,79,159,154,309
id,219,light,,1,Know,13,27,57,159,9,19,53,151,89,179,353,707
id,219,light,,1,Capsule,13,27,57,159,9,19,53,151,89,179,353,707
id,219,light,,1,Awakening,13,27,57,159,9,19,53,151,89,179,353,707
id,219,light,,1,Transcendence,13,27,57,159,9,19,53,151,89,179,353,707
id,219,light,,1,Advent,13,27,28,72,9,19,24,64,89,179,179,359
