id,name,desc,dragon_images
598,Aquarium SSS,Dragon that lives deep in the sea. It is always surrounded by fish. It acts like a mother of the sea and is said to take care of the creatures in the sea.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228153231546303652.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281532321217010577.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281532321627575331.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281532331676040301.png']"
599,Ultimate Dragon SSS,"Dragons are rumored to be from space. They can't speak, but they communicate through telepathy. I don't know what the principle is, but sometimes I can see the Milky Way of the universe on the ship.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160227563250861.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160227479278769.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281602272143360650.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281602281144781868.png']"
600,Magic Star Dragon SSS,"Dragon claiming to come from a mystical world. I don't know if it's real, but there are many times that excellent speech gives you a feeling of humanity. I like playing cards and gambling. It's said that I'm not good at playing cards.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160440137827745.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160440336758688.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160441890008492.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281604411288914161.png']"
601,Permata SSS,A dragon born from a bell with evil spirits. Likes a very terrible and violent joke if it is influenced by evil spirits. A dragon who is reluctant to get close to it with a creepy sound of bells. My favorite thing is a person who is not afraid of himself and does anything for that person. do.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281606081729887435.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160609732942499.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228160609258619853.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281606092023765125.png']"
602,Angra SSS,"The king of ancient dragons that existed in the distant past. He was a brave king who fought against Kadesh, but because of his arrogant nature, he was sealed with hatred of the god. The war of light and darkness weakened the seal and opened his eyes recently.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281607101611947241.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281607101457543200.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281607111656438124.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281607111007344659.png']"
603,Lucifer SSS,"A violent dragon living in the mountain of fire. The Dark Nyx's heirs have inflicted a devastating death to those who opposed the forces of evil. Even the Dark Nyx is violent enough to be troublesome, so the Tamer will have to pay attention endlessly.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281610021282209678.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281610021900843614.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228161003512831903.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281610031050009763.png']"
604,Mitra SSS,"The dragon created by Amor in another dimension. He has the ability to realize Amor's will into reality, and he is the one who sealed Angra. Recently, he is eager to find Angra, which was released by the war of light and darkness.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163251669961694.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163252534914770.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281632521217379575.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281632531153161858.png']"
605,Dark Vane C,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110513252421312.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051105142436029.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110514475597564.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110514361442627.png']"
606,Dark Bane B,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051105311523711515.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110531448972607.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110532815786805.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110532143086398.png']"
607,Dark Bane A,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110547364252570.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110547897419145.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110548300388393.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051105481533790330.png']"
608,Dark Bane S,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110602179279493.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110603760899253.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051106031975186768.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018020511060358911318.png']"
609,Dark Vane SS,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051106201324378751.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051106201074875489.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051106211755599894.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110621679807138.png']"
610,Dark Bane SSS,"A terrifying dragon with black wings and red eyes as the vanguard of the Yutakan invasion. The character is very cruel and violent, and its notoriety even in Arha.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281637041956508559.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163704640703909.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163704879098441.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281637051193699621.png']"
611,Bloody Tusk C,A red dragon as if the whole body was stained with blood. It is said that enemies bitten by sharp fangs absorb the whole body's blood [Obtainable: Arha's Entrance],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018020511064594532435.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051106452100901429.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110646297853484.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110646372530711.png']"
612,Bloody Tusk B,A red dragon as if the whole body was stained with blood. It is said that enemies bitten by sharp fangs absorb the whole body's blood [Obtainable: Arha's Entrance],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107531229412154.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110754954024092.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107541332361883.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110754958693187.png']"
613,Bloody Tusk A,"A dragon of horror with wings of the soul, you will not be able to escape from the nightmare of eternity that cannot escape just by being touched by the wings of the soul. [Obtainable: Entrance of Arha]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110702418250373.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110702971162655.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107031390697923.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110703738371572.png']"
614,Bloody Tusk S,A red dragon as if the whole body was stained with blood. It is said that enemies bitten by sharp fangs absorb the whole body's blood [Obtainable: Arha's Entrance],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110717807353445.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110718400573484.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107181823636526.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110718919084710.png']"
615,Bloody Tusk SS,A red dragon as if the whole body was stained with blood. It is said that enemies bitten by sharp fangs absorb the whole body's blood [Obtainable: Arha's Entrance],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107341704975829.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110734578664494.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051107341057523902.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205110735421483776.png']"
616,Bloody Tusk SSS,A red dragon as if the whole body was stained with blood. It is said that enemies bitten by sharp fangs absorb the whole body's blood [Obtainable: Arha's Entrance],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163832729840082.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163833367071183.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281638331220085761.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163835138508743.png']"
617,Poison River,A dragon that poisons the river with a single drop of blood. It is dangerous to approach it without touching it. It is because the body fluids as well as the breath contain powerful toxic substances. [Available: Entrance of Arha],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163922317918473.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163923748714445.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163923979902366.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228163923725201860.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281639232113645995.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281639241505232160.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281639241605165499.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201812191431151329728889.png']"
618,Yurion C,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228164103887467233.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281641041142627105.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228164104336933112.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281641041326441130.png']"
619,Yurion B,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281650341727202043.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165034336791087.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165035254994673.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281650351540939274.png']"
620,Yurion A,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281650501043660626.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281650511286836805.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165051464458359.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281650511685003693.png']"
621,Yurion S,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651032106961078.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651041964432180.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651041211686997.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165104624486582.png']"
622,Yurion SS,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651231857707645.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651231731641158.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165123899035811.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165123121009099.png']"
623,Yurion SSS,"It is a dragon that emits beautiful light even in the darkest places in the world. A mysterious sphere always circulates around the body and sprinkles pieces of light to guide the way to the tamers. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651371875432058.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651371034733738.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281651382002637734.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165139274252063.png']"
624,Tom Tom Tom C,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165200348466328.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165200886629042.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652001351349464.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165201771133396.png']"
625,Tuddle Tom Tom B,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652161912817693.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165216400948281.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165217334675539.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652171326874155.png']"
626,Tuddle Tom Tom A,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165239988457597.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652392049589847.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165229983912389.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652291671361155.png']"
627,Tuddle Tom Tom S,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281652581604663863.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165258673649637.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165258281750230.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018022816525990725996.png']"
628,Tom Tom Tom SS,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281653141409848714.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281653141191114676.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281653141025408537.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165315874312307.png']"
629,Tuddle Tom Tom SSS,"It is a famous dragon that there is little difference between adult and hatchling. Its affinity is so high that not only tamers but also other dragons show a good feeling. Its unique bright eyes and cute gait make the will to fight disappear. Some scholars do not fight. We are researching how a dragon that is neither strong nor powerful survived. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165331582708844.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281653311058398660.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165331844179927.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165332855214640.png']"
630,Thai Geta,"“One of the six dragons that shared the power of Mithra. Among them, the dragon with the highest trust and loyalty to Mithra. The main task was to protect Angra's prison. So, I feel guilty and anger at the same time about Angra's jailbreak. [Available: Card Code, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654002005838320.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654001547492583.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654001209102397.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654001814863232.png']"
631,Black Core SSS,"Dragon made of fantasy metal quala. Quala that amplifies its power in response to strong vitality, makes the power of the black core even more powerful. You can measure the power in advance according to the size of the wings of the back.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301604431530795341.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160443947620588.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301604441750145965.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301604441782617018.png']"
632,Odin SSS,"A fantasy dragon born with a king's fate. The king's mark on his head is completed when he becomes a Jackie Chan, proving the true king's appearance. However, it takes considerable effort because he does not open his mind easily.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160417874174856.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301604171699778411.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160418773797454.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301604181359080048.png']"
633,Cheongyang Dragon SSS,"A dream guide dragon like Ramgon, a fantasy dragon with a blue color, leading everyone asleep to painful nightmares.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160356637048009.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603561755935496.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160357649154251.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160357555993344.png']"
634,Cactus Dragon C,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165445501174229.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165446534363014.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654461881656967.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281654461002953050.png']"
635,Cactus Dragon B,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655012020089106.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655011459794414.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655011161216332.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165502741660072.png']"
636,Cactus Dragon A,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018022816551840712844.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655182088200838.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165518861079205.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165519770552926.png']"
637,Cactus Dragon S,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165533310934122.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655331334395959.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165534244426659.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655342104156134.png']"
638,Cactus Dragon SS,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018022816554949622731.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165549997873805.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281655491494383930.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165549277401454.png']"
639,Cactus Dragon SSS,"A dragon was born with a lot of cactus wishes. Always busy and faster than anyone else, their wish was to be lazy. [Available: Event, Premium Draw]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165604307788373.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281656042081164966.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228165605909061669.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281656051726781909.png']"
640,Verna,"A fascinating dragon with sparkling wings. Nickname is Queen of Brightness. It is said to have a warm motherhood that embraces the world. He lost his life to defeat a huge evil. Everyone knew that. [Available: card code, premium draw] ","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250011835592597.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530125001159901542.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530125002108559560.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530125002574558207.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250031012783211.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250031325472456.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250031157650376.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202006221425171736549020.png']"
641,Luxorine,"Verna's younger brother. At the time of his sister's death, he suffered a great wound to his body and mind. The irrecoverable deep wound distorted both his heart and appearance. The only thing left was the terrible revenge ears depicting his sister. : Card code, premium draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250448147674.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530125045692798741.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530125045349511517.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301250451355094118.png']"
642,Spirit,"Dragon gathers the souls of dead dragons when war occurs. It has the power to deal with the soul and it is said to live only in high mountains. The more souls you collect, the stronger the power will be exerted.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603331721553227.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603331359521226.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603332119407957.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160334824499684.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201906241215351682605210.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201906241215472067174858.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021808081366756216.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021808081212372815.png']"
643,Natron,"A dragon that lives only in'Natron Lake', where life cannot live. It is a strong acid lake, so it has no natural enemies, but it is said that there are not many individuals due to frequent egg erosion.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160311714271548.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603111316373814.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160311701223172.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301603121464532153.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201909191607532000955264.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201909191607541877195848.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20190919160754907168062.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20190919160754611396020.png']"
644,Salah,Dragon that burns the nightmare of a deep night. It is said that the blue flames surrounding the body burn the darkness in the dream of a good child.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602481222888155.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602481911523807.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602491629519692.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160249161235560.png']"
645,Umbra,"A dragon that looks like a furoshiki doll. In fact, a doll is a camouflage, and a dragon that looks like an evil spirit that can only be seen in close proximity. If you get to the place where you can see it, it will take away all your power and become prey.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160224525074433.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018033016022597721058.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602251348655950.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602251004295565.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201803301602251486454780.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180330160226127616638.png']"
646,Solar,"Dragon with the bright sun's light. Like the sun that delivers light to all things, it has a warm power and a very gentle and compassionate personality.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416160907751510072.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161609071613829104.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161609081267782979.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161609201876594219.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416160921612139039.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416160921477738010.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101425171966629.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261014251326173043.png']"
